Country,Sct,Commodity,Description,Formula / Source,Currency / Unit,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
New Zealand,B.  Payments based on input use,Poultry meat,,B1+B2+B3,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,                B1.  Variable input use,Poultry meat,Poultry meat specific programmes in B1,TOTAL table,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,                B2.  Fixed capital formation,Poultry meat,Poultry meat specific programmes in B2,TOTAL table,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,                B3.  On-farm services,Poultry meat,Poultry meat specific programmes in B3,TOTAL table,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,"C. Payments based on current A/An/R/I, 
production required, single commodity",Poultry meat,Poultry meat specific programmes in C,TOTAL table,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,"D.  Payments based on non-current A/An/R/I, production required",Poultry meat,Poultry meat specific programmes in D,TOTAL table,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,IV. % Producer Single Commodity Transfers,Poultry meat,Poultry meat specific transfers  / value of receipts from Poultry meat production,%SCTPT = 100* SCTPT / ( (PPPT*QPPT) + A.2PT + BPT + CPT + DPT),%,0.00,36.75,15.46,4.89,16.51,17.46,7.57,0.41,8.83,15.95,6.85,4.24,0.00,0.00,0.00,0.00,3.48,17.43,5.97,13.22,13.77,19.49,9.59,8.76,17.51,26.93,22.55,14.46,12.25,7.48,13.58,6.62,4.77,12.58,27.73
New Zealand,I.  Level of production   ,Sheep meat,,MPS table,000 tons,617.40,615.08,608.34,531.25,556.49,583.74,509.10,547.22,556.11,533.13,566.84,569.81,541.48,564.43,570.87,530.86,547.49,517.10,532.85,542.76,578.70,597.46,511.43,474.14,452.61,456.34,480.62,487.14,487.15,480.61,450.87,470.81,449.04,459.15,436.86
New Zealand,II.  Value of production (at farm gate)  ,Sheep meat,,MPS table,NZD mn,645.00,682.00,596.00,859.00,883.00,845.00,"1,032.00","1,216.00","1,102.00","1,014.20","1,293.48","1,364.00","1,185.00","1,318.00","1,759.00","1,940.00","2,032.00","1,786.00","1,821.00","1,741.00","1,733.58","1,670.89","2,143.74","2,165.02","2,362.48","2,820.00","2,263.00","2,340.00","2,367.00","2,229.00","2,204.00","2,860.00","3,308.00","3,379.18","2,967.13"
New Zealand,III. Producer Single Commodity Transfers,Sheep meat,"Includes Sheep meat specific programmes in A, B, C and D",A+B+C+D,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,A.  Support based on commodity outputs,Sheep meat,,A1+A2,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,               A1.  Market Price Support  ,Sheep meat,MPS for Sheep meat,TOTAL table,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,               A2.  Payments based on output,Sheep meat,Sheep meat specific programmes in A2,TOTAL table,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,B.  Payments based on input use,Sheep meat,,B1+B2+B3,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,                B1.  Variable input use,Sheep meat,Sheep meat specific programmes in B1,TOTAL table,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,                B2.  Fixed capital formation,Sheep meat,Sheep meat specific programmes in B2,TOTAL table,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,                B3.  On-farm services,Sheep meat,Sheep meat specific programmes in B3,TOTAL table,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,"C. Payments based on current A/An/R/I, 
production required, single commodity",Sheep meat,Sheep meat specific programmes in C,TOTAL table,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,"D.  Payments based on non-current A/An/R/I, production required",Sheep meat,Sheep meat specific programmes in D,TOTAL table,NZD mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
New Zealand,IV. % Producer Single Commodity Transfers,Sheep meat,Sheep meat specific transfers  / value of receipts from Sheep meat production,%SCTSH = 100* SCTSH / ( (PPSH*QPSH) + A.2SH + BSH + CSH + DSH),%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,I.  Level of production   ,Poultry meat,,MPS table,000 tons,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,533.12,587.07,627.11,635.13,664.88,623.50,658.04,745.40,812.32,826.68,868.58,920.06,"1,026.02","1,087.43","1,114.88","1,185.91","1,129.41","1,344.33","1,414.23","1,484.11","1,393.59"
Phillipines,II.  Value of production (at farm gate)  ,Poultry meat,,MPS table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"41,084.70","48,833.30","48,425.54","51,140.42","62,593.52","62,131.57","67,103.09","78,053.51","83,743.22","96,291.77","106,756.75","113,788.84","127,772.43","123,034.37","131,845.54","144,296.47","141,703.87","160,936.00","183,850.03","200,200.49","199,577.88"
Phillipines,III. Producer Single Commodity Transfers,Poultry meat,"Includes Poultry meat specific programmes in A, B, C and D",A+B+C+D,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,125.40","14,707.88","15,014.13","13,531.21","18,313.43","18,942.77","16,889.89","21,205.84","19,783.19","20,790.02","25,630.40","26,070.54","29,486.19","28,097.54","30,906.18","37,320.13","31,724.16","38,150.83","43,376.35","47,276.97","45,459.48"
Phillipines,A.  Support based on commodity outputs,Poultry meat,,A1+A2,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,125.40","14,707.88","15,014.13","13,531.21","18,313.43","18,942.77","16,889.89","21,205.84","19,783.19","20,790.02","25,630.40","26,070.54","29,486.19","28,097.54","30,906.18","37,320.13","31,724.16","38,150.83","43,376.35","47,276.97","45,459.48"
Phillipines,               A1.  Market Price Support  ,Poultry meat,MPS for Poultry meat,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,125.40","14,707.88","15,014.13","13,531.21","18,313.43","18,942.77","16,889.89","21,205.84","19,783.19","20,790.02","25,630.40","26,070.54","29,486.19","28,097.54","30,906.18","37,320.13","31,724.16","38,150.83","43,376.35","47,276.97","45,459.48"
Phillipines,               A2.  Payments based on output,Poultry meat,Poultry meat specific programmes in A2,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,B.  Payments based on input use,Poultry meat,,B1+B2+B3,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,                B1.  Variable input use,Poultry meat,Poultry meat specific programmes in B1,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,                B2.  Fixed capital formation,Poultry meat,Poultry meat specific programmes in B2,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,                B3.  On-farm services,Poultry meat,Poultry meat specific programmes in B3,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,"C. Payments based on current A/An/R/I, 
production required, single commodity",Poultry meat,Poultry meat specific programmes in C,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,"D.  Payments based on non-current A/An/R/I, production required",Poultry meat,Poultry meat specific programmes in D,TOTAL table,PHL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phillipines,IV. % Producer Single Commodity Transfers,Poultry meat,Poultry meat specific transfers  / value of receipts from Poultry meat production,%SCTPT = 100* SCTPT / ( (PPPT*QPPT) + A.2PT + BPT + CPT + DPT),%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.51,30.12,31.00,26.46,29.26,30.49,25.17,27.17,23.62,21.59,24.01,22.91,23.08,22.84,23.44,25.86,22.39,23.71,23.59,23.61,22.78
Russia,I.  Level of production   ,Poultry meat,,MPS table,000 tons,"1,570.09","1,629.35","1,699.63","1,747.44","1,713.06","1,676.73","1,359.27","1,226.26","1,057.00",823.02,655.11,611.58,657.26,719.73,736.82,859.54,934.61,"1,015.72","1,155.80","1,345.43","1,582.27","1,865.89","2,152.46","2,478.11","2,768.19","3,115.15","3,521.33","3,625.59","3,932.94","4,288.60","4,365.56","4,666.51","4,703.36","4,729.45","4,746.11"
Russia,II.  Value of production (at farm gate)  ,Poultry meat,,MPS table,RUB mn,4.58,5.07,5.58,6.18,6.54,10.82,61.77,793.86,"2,162.61","5,454.39","6,531.98","7,805.26","8,820.06","18,104.88","23,018.60","34,802.12","35,842.31","43,454.56","61,649.51","80,401.61","90,280.46","114,838.49","136,320.32","188,530.60","205,418.04","236,624.89","268,940.79","280,068.72","355,513.96","430,443.98","447,866.19","450,421.64","472,571.57","506,852.24","497,997.61"
Russia,III. Producer Single Commodity Transfers,Poultry meat,"Includes Poultry meat specific programmes in A, B, C and D",A+B+C+D,RUB mn,3.34,3.80,3.89,4.18,2.40,2.19,-202.77,-298.64,-107.06,"1,547.59","1,967.69","3,046.23","1,443.30",-58.47,"4,358.09","13,666.85","8,822.18","18,637.93","30,220.26","19,070.92","30,228.32","24,599.02","68,382.25","61,840.80","42,887.39","42,296.78","23,633.87","52,435.06","11,828.32","41,403.52","24,318.26","58,124.28","36,660.07","30,766.11","55,611.63"
Russia,A.  Support based on commodity outputs,Poultry meat,,A1+A2,RUB mn,3.34,3.80,3.89,4.18,2.40,2.19,-202.77,-298.64,-107.06,"1,547.59","1,967.69","3,046.23","1,443.30",-58.47,"4,358.09","13,666.85","8,822.18","18,637.93","30,220.26","19,070.92","30,228.32","24,599.02","68,382.25","61,840.80","42,887.39","42,296.78","23,633.87","52,435.06","11,828.32","41,403.52","24,318.26","58,124.28","36,660.07","30,766.11","55,611.63"
Russia,               A1.  Market Price Support  ,Poultry meat,MPS for Poultry meat,TOTAL table,RUB mn,3.15,3.58,3.89,4.18,2.40,2.19,-215.54,-395.41,-288.03,"1,130.45","1,414.33","2,414.03","1,014.01",-606.95,"4,065.09","12,990.29","8,450.55","18,242.11","29,753.64","18,646.62","29,839.92","23,884.47","67,669.39","61,338.33","42,387.39","41,602.58","22,718.34","47,266.49","11,452.57","41,128.69","23,302.06","57,069.65","36,660.07","30,766.11","55,611.63"
Russia,               A2.  Payments based on output,Poultry meat,Poultry meat specific programmes in A2,TOTAL table,RUB mn,0.19,0.22,0.00,0.00,0.00,0.00,12.77,96.77,180.97,417.13,553.36,632.19,429.30,548.48,293.00,676.57,371.63,395.82,466.62,424.30,388.40,714.56,712.86,502.47,500.00,694.20,915.53,"5,168.57",375.75,274.82,"1,016.20","1,054.63",0.00,0.00,0.00
Russia,B.  Payments based on input use,Poultry meat,,B1+B2+B3,RUB mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Russia,                B1.  Variable input use,Poultry meat,Poultry meat specific programmes in B1,TOTAL table,RUB mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Russia,                B2.  Fixed capital formation,Poultry meat,Poultry meat specific programmes in B2,TOTAL table,RUB mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Russia,                B3.  On-farm services,Poultry meat,Poultry meat specific programmes in B3,TOTAL table,RUB mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Russia,"C. Payments based on current A/An/R/I, 
production required, single commodity",Poultry meat,Poultry meat specific programmes in C,TOTAL table,RUB mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Russia,"D.  Payments based on non-current A/An/R/I, production required",Poultry meat,Poultry meat specific programmes in D,TOTAL table,RUB mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Russia,IV. % Producer Single Commodity Transfers,Poultry meat,Poultry meat specific transfers  / value of receipts from Poultry meat production,%SCTPT = 100* SCTPT / ( (PPPT*QPPT) + A.2PT + BPT + CPT + DPT),%,69.95,71.93,69.76,67.72,36.69,20.21,-272.06,-33.53,-4.57,26.36,27.77,36.10,15.60,-0.31,18.69,38.52,24.36,42.50,48.65,23.60,33.34,21.29,49.90,32.71,20.83,17.82,8.76,18.38,3.32,9.61,5.42,12.87,7.76,6.07,11.17
Turkey,I.  Level of production   ,Poultry meat,,MPS table,000 tons,170.71,245.96,308.15,298.08,288.94,274.00,324.00,416.00,474.00,490.00,550.00,616.00,619.00,659.00,766.00,670.00,705.00,851.00,"1,046.00","1,085.00","1,032.00","1,100.00","1,123.00","1,277.00","1,444.00","1,613.00","1,724.00","1,758.00","1,895.00","1,909.00","1,879.00","2,189.00","2,226.00","2,198.00","2,194.00"
Turkey,II.  Value of production (at farm gate)  ,Poultry meat,,MPS table,TRL mn,0.11,0.22,0.50,0.78,1.31,1.84,3.73,7.87,17.69,39.03,66.49,129.48,274.66,385.85,573.24,838.66,"1,162.12","1,659.43","2,191.56","2,343.60","1,950.48","2,486.00","2,852.42","3,831.00","2,830.24","4,516.40","4,999.60","8,174.70","7,930.58","8,972.30","8,831.30","10,288.30","10,684.80","10,550.40","10,531.20"
Turkey,III. Producer Single Commodity Transfers,Poultry meat,"Includes Poultry meat specific programmes in A, B, C and D",A+B+C+D,TRL mn,-0.00,0.03,0.10,0.26,0.62,0.63,1.72,4.41,8.02,23.30,33.51,55.55,146.25,197.27,274.91,347.38,560.69,660.32,"1,097.08","1,148.92",558.79,"1,063.77","1,279.89","1,940.92",557.96,"1,314.74","1,439.28","3,619.32","2,333.88","2,965.65","3,989.01","2,936.50",88.63,-3.05,0.00
Turkey,A.  Support based on commodity outputs,Poultry meat,,A1+A2,TRL mn,-0.00,0.03,0.10,0.26,0.62,0.63,1.72,4.41,8.02,23.30,33.51,55.55,146.25,197.27,274.91,347.38,560.69,660.32,"1,097.08","1,148.92",558.79,"1,063.77","1,279.89","1,940.92",557.96,"1,314.74","1,439.28","3,619.32","2,333.88","2,965.65","3,989.01","2,936.50",88.63,-3.05,0.00
Turkey,               A1.  Market Price Support  ,Poultry meat,MPS for Poultry meat,TOTAL table,TRL mn,-0.00,0.03,0.10,0.26,0.61,0.62,1.72,4.41,7.99,23.25,33.51,55.55,146.25,197.27,274.91,347.38,560.69,660.32,"1,097.08","1,148.92",558.79,"1,063.77","1,279.89","1,940.92",557.96,"1,314.74","1,439.28","3,619.32","2,333.88","2,965.65","3,989.01","2,936.50",88.63,-3.05,0.00
Turkey,               A2.  Payments based on output,Poultry meat,Poultry meat specific programmes in A2,TOTAL table,TRL mn,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Turkey,B.  Payments based on input use,Poultry meat,,B1+B2+B3,TRL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Turkey,                B1.  Variable input use,Poultry meat,Poultry meat specific programmes in B1,TOTAL table,TRL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Turkey,                B2.  Fixed capital formation,Poultry meat,Poultry meat specific programmes in B2,TOTAL table,TRL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Turkey,                B3.  On-farm services,Poultry meat,Poultry meat specific programmes in B3,TOTAL table,TRL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Turkey,"C. Payments based on current A/An/R/I, 
production required, single commodity",Poultry meat,Poultry meat specific programmes in C,TOTAL table,TRL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Turkey,"D.  Payments based on non-current A/An/R/I, production required",Poultry meat,Poultry meat specific programmes in D,TOTAL table,TRL mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Turkey,IV. % Producer Single Commodity Transfers,Poultry meat,Poultry meat specific transfers  / value of receipts from Poultry meat production,%SCTPT = 100* SCTPT / ( (PPPT*QPPT) + A.2PT + BPT + CPT + DPT),%,-4.13,13.07,21.11,33.60,46.88,34.08,46.17,56.06,45.22,59.61,50.39,42.91,53.25,51.13,47.96,41.42,48.25,39.79,50.06,49.02,28.65,42.79,44.87,50.66,19.71,29.11,28.79,44.27,29.43,33.05,45.17,28.54,0.83,-0.03,0.00
Ukraine,I.  Level of production   ,Poultry meat,,MPS table,000 tons,666.85,673.79,705.76,732.41,710.98,654.86,496.81,364.89,262.67,231.22,218.07,184.11,200.37,201.15,193.61,237.40,291.93,314.79,365.89,478.88,567.98,664.42,750.00,850.00,912.82,952.75,"1,020.62","1,116.95","1,104.45","1,092.80","1,112.97","1,136.41","1,208.77","1,329.18","1,364.89"
Ukraine,II.  Value of production (at farm gate)  ,Poultry meat,,MPS table,UAH mn,"1,645.73","1,660.60","1,771.59","1,887.04","2,142.49","3,318.85",0.54,17.74,107.78,443.52,621.92,784.41,814.24,"1,014.51","1,507.86","1,818.79","1,667.16","1,675.44","2,290.88","4,334.54","4,805.79","5,949.07","9,700.20","11,269.39","12,932.04","13,436.85","19,092.43","20,236.62","24,332.47","32,940.90","38,313.92","44,341.19","47,916.81","54,212.17","52,333.30"
Ukraine,III. Producer Single Commodity Transfers,Poultry meat,"Includes Poultry meat specific programmes in A, B, C and D",A+B+C+D,UAH mn,989.88,"1,004.89","1,141.24","1,264.62",760.77,"1,010.83",-0.23,0.84,6.73,-1.09,95.16,240.21,337.34,56.40,543.65,604.63,835.42,538.40,"1,340.36","2,169.87","2,636.81","4,270.39","6,249.86","4,669.65","4,897.38","8,014.24","10,334.18","5,085.16",869.27,324.81,0.00,0.00,0.00,0.00,0.00
Ukraine,A.  Support based on commodity outputs,Poultry meat,,A1+A2,UAH mn,989.88,"1,004.89","1,141.24","1,264.62",760.77,"1,010.83",-0.23,0.84,6.73,-1.09,95.16,240.21,337.34,56.40,543.65,604.63,835.42,538.40,"1,340.36","2,169.87","2,636.81","4,270.39","6,249.86","4,669.65","4,897.38","8,014.24","10,334.18","5,085.16",869.27,324.81,0.00,0.00,0.00,0.00,0.00
Ukraine,               A1.  Market Price Support  ,Poultry meat,MPS for Poultry meat,TOTAL table,UAH mn,948.82,948.84,"1,074.13","1,154.60",665.14,807.13,-0.40,-1.91,5.22,-1.09,95.13,236.09,337.34,56.29,543.15,602.64,778.42,503.40,"1,232.36","2,020.37","2,452.01","3,847.89","5,699.86","4,667.65","4,896.38","8,007.84","9,518.18","4,308.16",617.27,324.81,0.00,0.00,0.00,0.00,0.00
Ukraine,               A2.  Payments based on output,Poultry meat,Poultry meat specific programmes in A2,TOTAL table,UAH mn,41.06,56.05,67.10,110.02,95.62,203.70,0.17,2.75,1.50,0.00,0.03,4.12,0.00,0.11,0.50,1.99,57.00,35.00,108.00,149.50,184.80,422.50,550.00,2.00,1.00,6.40,816.00,777.00,252.00,0.00,0.00,0.00,0.00,0.00,0.00
Ukraine,B.  Payments based on input use,Poultry meat,,B1+B2+B3,UAH mn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
